dataset,model_name,configuration_id,run_id,base_configuration_id,feature_family,classifier_family,architecture_family,model_group,is_classical,train_seed,train_fraction,model_size,metric,clean_metric,mPC_metric,predicted_mPC,CSI_ER,CSI_ER_ci_low,CSI_ER_ci_high,bootstrap_success_rate,status,n_unique_configs,cv_r2,slope,support_min,support_max,target_in_support,bootstrap_ci_low,bootstrap_ci_high,reasons
UT_HAR,autocorrelation__extra_trees__large__frac_0.20,autocorrelation__extra_trees__large__frac_0.20,autocorrelation__extra_trees__large__frac_0.20__seed3407,autocorrelation__extra_trees__large,autocorrelation,tree_ensemble,classical,tree_ensemble,True,3407,0.2,large,accuracy,0.4397590361445783,0.395210843373494,0.488923608023767,-0.093712764650273,-0.24702811216087742,0.02582418791744824,1.0,OUT_OF_SUPPORT,54,0.3544011422552711,0.502442978788179,0.679718875502008,0.9919678714859438,False,-0.24702811216087742,0.02582418791744824,['target clean metric outside reference support']
UT_HAR,autocorrelation__extra_trees__large__frac_0.40,autocorrelation__extra_trees__large__frac_0.40,autocorrelation__extra_trees__large__frac_0.40__seed3407,autocorrelation__extra_trees__large,autocorrelation,tree_ensemble,classical,tree_ensemble,True,3407,0.4,large,accuracy,0.4417670682730923,0.40731927710843374,0.4899434399060942,-0.08262416279766044,-0.2354782028071028,0.036578463871442715,1.0,OUT_OF_SUPPORT,54,0.3544011422552711,0.502442978788179,0.679718875502008,0.9919678714859438,False,-0.2354782028071028,0.036578463871442715,['target clean metric outside reference support']
UT_HAR,autocorrelation__extra_trees__large__frac_0.60,autocorrelation__extra_trees__large__frac_0.60,autocorrelation__extra_trees__large__frac_0.60__seed3407,autocorrelation__extra_trees__large,autocorrelation,tree_ensemble,classical,tree_ensemble,True,3407,0.6,large,accuracy,0.4568273092369478,0.42359437751004014,0.4975714717225117,-0.07397709421247156,-0.2233700352542431,0.04280794319660946,1.0,OUT_OF_SUPPORT,54,0.3544011422552711,0.502442978788179,0.679718875502008,0.9919678714859438,False,-0.2233700352542431,0.04280794319660946,['target clean metric outside reference support']
UT_HAR,autocorrelation__extra_trees__large__frac_0.80,autocorrelation__extra_trees__large__frac_0.80,autocorrelation__extra_trees__large__frac_0.80__seed3407,autocorrelation__extra_trees__large,autocorrelation,tree_ensemble,classical,tree_ensemble,True,3407,0.8,large,accuracy,0.4588353413654618,0.42770582329317264,0.49858605562945085,-0.07088023233627821,-0.21981143972516962,0.04555117453492281,1.0,OUT_OF_SUPPORT,54,0.3544011422552711,0.502442978788179,0.679718875502008,0.9919678714859438,False,-0.21981143972516962,0.04555117453492281,['target clean metric outside reference support']
UT_HAR,autocorrelation__extra_trees__large__frac_1.00,autocorrelation__extra_trees__large__frac_1.00,autocorrelation__extra_trees__large__frac_1.00__seed3407,autocorrelation__extra_trees__large,autocorrelation,tree_ensemble,classical,tree_ensemble,True,3407,1.0,large,accuracy,0.4718875502008032,0.4342319277108434,0.5051690277749228,-0.07093710006407938,-0.21686484409353227,0.043281755022215804,1.0,OUT_OF_SUPPORT,54,0.3544011422552711,0.502442978788179,0.679718875502008,0.9919678714859438,False,-0.21686484409353227,0.043281755022215804,['target clean metric outside reference support']
UT_HAR,autocorrelation__extra_trees__medium__frac_0.20,autocorrelation__extra_trees__medium__frac_0.20,autocorrelation__extra_trees__medium__frac_0.20__seed3407,autocorrelation__extra_trees__medium,autocorrelation,tree_ensemble,classical,tree_ensemble,True,3407,0.2,medium,accuracy,0.4528112449799197,0.4100150602409638,0.4955406595389479,-0.08552559929798409,-0.23584179520395449,0.03184612968453598,1.0,OUT_OF_SUPPORT,54,0.3544011422552711,0.502442978788179,0.679718875502008,0.9919678714859438,False,-0.23584179520395449,0.03184612968453598,['target clean metric outside reference support']
UT_HAR,autocorrelation__extra_trees__medium__frac_0.40,autocorrelation__extra_trees__medium__frac_0.40,autocorrelation__extra_trees__medium__frac_0.40__seed3407,autocorrelation__extra_trees__medium,autocorrelation,tree_ensemble,classical,tree_ensemble,True,3407,0.4,medium,accuracy,0.4688755020080321,0.4275451807228915,0.5036515509938381,-0.07610637027094658,-0.22272760448299866,0.03853776016260829,1.0,OUT_OF_SUPPORT,54,0.3544011422552711,0.502442978788179,0.679718875502008,0.9919678714859438,False,-0.22272760448299866,0.03853776016260829,['target clean metric outside reference support']
UT_HAR,autocorrelation__extra_trees__medium__frac_0.60,autocorrelation__extra_trees__medium__frac_0.60,autocorrelation__extra_trees__medium__frac_0.60__seed3407,autocorrelation__extra_trees__medium,autocorrelation,tree_ensemble,classical,tree_ensemble,True,3407,0.6,medium,accuracy,0.4959839357429719,0.44583835341365463,0.5172824991309165,-0.07144414571726188,-0.21181262834359704,0.03961196858685603,1.0,OUT_OF_SUPPORT,54,0.3544011422552711,0.502442978788179,0.679718875502008,0.9919678714859438,False,-0.21181262834359704,0.03961196858685603,['target clean metric outside reference support']
UT_HAR,autocorrelation__extra_trees__medium__frac_0.80,autocorrelation__extra_trees__medium__frac_0.80,autocorrelation__extra_trees__medium__frac_0.80__seed3407,autocorrelation__extra_trees__medium,autocorrelation,tree_ensemble,classical,tree_ensemble,True,3407,0.8,medium,accuracy,0.5150602409638554,0.45611947791164653,0.526854184134907,-0.0707347062232605,-0.2066992983144626,0.03724110976598079,1.0,OUT_OF_SUPPORT,54,0.3544011422552711,0.502442978788179,0.679718875502008,0.9919678714859438,False,-0.2066992983144626,0.03724110976598079,['target clean metric outside reference support']
UT_HAR,autocorrelation__extra_trees__medium__frac_1.00,autocorrelation__extra_trees__medium__frac_1.00,autocorrelation__extra_trees__medium__frac_1.00__seed3407,autocorrelation__extra_trees__medium,autocorrelation,tree_ensemble,classical,tree_ensemble,True,3407,1.0,medium,accuracy,0.501004016064257,0.4544226907630522,0.5198021086893924,-0.06537941792634017,-0.2045865845157044,0.044735039488303964,1.0,OUT_OF_SUPPORT,54,0.3544011422552711,0.502442978788179,0.679718875502008,0.9919678714859438,False,-0.2045865845157044,0.044735039488303964,['target clean metric outside reference support']
UT_HAR,autocorrelation__extra_trees__small__frac_0.20,autocorrelation__extra_trees__small__frac_0.20,autocorrelation__extra_trees__small__frac_0.20__seed3407,autocorrelation__extra_trees__small,autocorrelation,tree_ensemble,classical,tree_ensemble,True,3407,0.2,small,accuracy,0.4528112449799197,0.40941767068273094,0.4955406595389479,-0.08612298885621694,-0.23643918476218734,0.031248740126303125,1.0,OUT_OF_SUPPORT,54,0.3544011422552711,0.502442978788179,0.679718875502008,0.9919678714859438,False,-0.23643918476218734,0.031248740126303125,['target clean metric outside reference support']
