dataset,model_name,configuration_id,run_id,base_configuration_id,feature_family,classifier_family,architecture_family,model_group,is_classical,train_seed,train_fraction,model_size,n_corruption_seeds,mPC_family_accuracy,mPC_family_accuracy_std,mPC_family_accuracy_ci_low,mPC_family_accuracy_ci_high,mPC_flat7_accuracy,mPC_flat7_accuracy_std,mPC_flat7_accuracy_ci_low,mPC_flat7_accuracy_ci_high,mPC_family_macro_f1,mPC_family_macro_f1_std,mPC_family_macro_f1_ci_low,mPC_family_macro_f1_ci_high,mPC_flat7_macro_f1,mPC_flat7_macro_f1_std,mPC_flat7_macro_f1_ci_low,mPC_flat7_macro_f1_ci_high,mPC_family_balanced_accuracy,mPC_family_balanced_accuracy_std,mPC_family_balanced_accuracy_ci_low,mPC_family_balanced_accuracy_ci_high,mPC_flat7_balanced_accuracy,mPC_flat7_balanced_accuracy_std,mPC_flat7_balanced_accuracy_ci_low,mPC_flat7_balanced_accuracy_ci_high
UT_HAR,autocorrelation__extra_trees__large__frac_0.20,autocorrelation__extra_trees__large__frac_0.20,autocorrelation__extra_trees__large__frac_0.20__seed3407,autocorrelation__extra_trees__large,autocorrelation,tree_ensemble,classical,tree_ensemble,True,3407,0.2,large,5,0.395210843373494,0.0010739628556815284,0.3938773423601861,0.39654434438680186,0.39170969592656335,0.0011533482784265709,0.3902776248918508,0.3931417669612759,0.2827857370420771,0.0013828631311644814,0.28106868567766685,0.28450278840648735,0.27941975493106525,0.0015018197048640629,0.27755499947174256,0.28128451039038793,0.2866855839715708,0.0013575109639500035,0.28500001148046716,0.2883711564626744,0.2842695122626557,0.0014943847601712888,0.28241398850648664,0.2861250360188247
UT_HAR,autocorrelation__extra_trees__large__frac_0.40,autocorrelation__extra_trees__large__frac_0.40,autocorrelation__extra_trees__large__frac_0.40__seed3407,autocorrelation__extra_trees__large,autocorrelation,tree_ensemble,classical,tree_ensemble,True,3407,0.4,large,5,0.40731927710843374,0.0017377927292347147,0.4051615224402027,0.4094770317766648,0.40359724612736664,0.0020262471936709635,0.401081327935524,0.4061131643192093,0.2839781325377133,0.0020389874543834475,0.2814463952228162,0.2865098698526104,0.2801359933783856,0.0021982359781601226,0.27740652290474793,0.2828654638520232,0.28985750911520036,0.0017117534669627418,0.28773208646147225,0.2919829317689285,0.2870829099277016,0.0018459544799347691,0.2847908547076436,0.28937496514775957
UT_HAR,autocorrelation__extra_trees__large__frac_0.60,autocorrelation__extra_trees__large__frac_0.60,autocorrelation__extra_trees__large__frac_0.60__seed3407,autocorrelation__extra_trees__large,autocorrelation,tree_ensemble,classical,tree_ensemble,True,3407,0.6,large,5,0.42359437751004014,0.001931671200634542,0.4211958909238452,0.4259928640962351,0.41995983935742964,0.0016838808140795998,0.417869025173321,0.4220506535415383,0.29096962773260027,0.002460438465771681,0.28791458986985585,0.2940246655953447,0.28739083839563573,0.002237313359535382,0.2846128469444003,0.29016882984687115,0.2978058894190089,0.002263596073707347,0.29499526366781104,0.3006165151702067,0.29517174187685125,0.00203266345819758,0.29264785684034295,0.29769562691335955
UT_HAR,autocorrelation__extra_trees__large__frac_0.80,autocorrelation__extra_trees__large__frac_0.80,autocorrelation__extra_trees__large__frac_0.80__seed3407,autocorrelation__extra_trees__large,autocorrelation,tree_ensemble,classical,tree_ensemble,True,3407,0.8,large,5,0.42770582329317264,0.002327065800131451,0.4248163894676982,0.4305952571186471,0.4240103270223751,0.0021580507289362064,0.42133075312595764,0.4266899009187926,0.2924826093977674,0.003201503933151496,0.2885074172238654,0.29645780157166934,0.28897317878378426,0.0031608024724325287,0.2850485241483313,0.2928978334192372,0.30002626450242287,0.0028443339667202088,0.29649455741707825,0.3035579715877675,0.29747334012730225,0.0027943970217564596,0.29400363794869944,0.3009430423059051
UT_HAR,autocorrelation__extra_trees__large__frac_1.00,autocorrelation__extra_trees__large__frac_1.00,autocorrelation__extra_trees__large__frac_1.00__seed3407,autocorrelation__extra_trees__large,autocorrelation,tree_ensemble,classical,tree_ensemble,True,3407,1.0,large,5,0.4342319277108434,0.0026909222664638264,0.4308907064106104,0.4375731490110764,0.43068273092369475,0.00251651488492704,0.42755806499013693,0.43380739685725256,0.29956319931567554,0.0036976693677298472,0.29497193638450453,0.30415446224684656,0.2964332601749514,0.0033265035353349723,0.2923028604952284,0.3005636598546744,0.30605961416429767,0.003342024049520168,0.30190994322087733,0.310209285107718,0.3036930082969852,0.00303762472601036,0.29992129903464454,0.30746471755932586
UT_HAR,autocorrelation__extra_trees__medium__frac_0.20,autocorrelation__extra_trees__medium__frac_0.20,autocorrelation__extra_trees__medium__frac_0.20__seed3407,autocorrelation__extra_trees__medium,autocorrelation,tree_ensemble,classical,tree_ensemble,True,3407,0.2,medium,5,0.4100150602409638,0.0025859505267448834,0.4068041785707686,0.41322594191115897,0.406196213425129,0.002051412412941053,0.4036490484865118,0.40874337836374625,0.29427651680846806,0.0017315375832630082,0.2921265289297936,0.2964265046871425,0.29066919876611713,0.0013119691814550709,0.2890401738667515,0.29229822366548275,0.29843312644445746,0.0019063079516053094,0.2960661324914596,0.30080012039745535,0.29546952348077343,0.0014841018173217594,0.2936267676845362,0.29731227927701065
UT_HAR,autocorrelation__extra_trees__medium__frac_0.40,autocorrelation__extra_trees__medium__frac_0.40,autocorrelation__extra_trees__medium__frac_0.40__seed3407,autocorrelation__extra_trees__medium,autocorrelation,tree_ensemble,classical,tree_ensemble,True,3407,0.4,medium,5,0.4275451807228915,0.0018948392756086153,0.4251924270119858,0.4298979344337972,0.42352266207687894,0.0017296359034965217,0.42137503544550664,0.42567028870825124,0.30713657594801846,0.0024466033821594936,0.30409871661050747,0.31017443528552946,0.302926280943428,0.002042220563021556,0.3003905291939327,0.30546203269292327,0.31135651303450096,0.00245438550421971,0.3083089909161981,0.3144040351528038,0.3080103541697807,0.0021312668329086905,0.3053640368727922,0.3106566714667692
UT_HAR,autocorrelation__extra_trees__medium__frac_0.60,autocorrelation__extra_trees__medium__frac_0.60,autocorrelation__extra_trees__medium__frac_0.60__seed3407,autocorrelation__extra_trees__medium,autocorrelation,tree_ensemble,classical,tree_ensemble,True,3407,0.6,medium,5,0.44583835341365463,0.0023355111053453897,0.44293843335674216,0.4487382734705671,0.44232358003442346,0.002132986256714672,0.4396751277907974,0.4449720322780495,0.3136634815772676,0.0026383364804761656,0.3103875541543127,0.3169394090002225,0.31036252154615857,0.0023701162434672327,0.30741963353508733,0.3133054095572298,0.31943470147989084,0.002367745135946243,0.3164947575876643,0.32237464537211735,0.31685101535353766,0.002121931381651068,0.31421628955028275,0.31948574115679257
UT_HAR,autocorrelation__extra_trees__medium__frac_0.80,autocorrelation__extra_trees__medium__frac_0.80,autocorrelation__extra_trees__medium__frac_0.80__seed3407,autocorrelation__extra_trees__medium,autocorrelation,tree_ensemble,classical,tree_ensemble,True,3407,0.8,medium,5,0.45611947791164653,0.0026496918883051213,0.4528294508876055,0.45940950493568755,0.4519047619047619,0.002185012843398115,0.44919171012150166,0.4546178136880222,0.3247021478760904,0.002618317607126147,0.32145107716745885,0.327953218584722,0.32053599947148487,0.0023337729842764217,0.3176382375769283,0.32343376136604146,0.32926362352118316,0.002483814070235678,0.32617956101193957,0.33234768603042675,0.32591243948513254,0.0021760041241451603,0.3232105735042386,0.3286143054660265
UT_HAR,autocorrelation__extra_trees__medium__frac_1.00,autocorrelation__extra_trees__medium__frac_1.00,autocorrelation__extra_trees__medium__frac_1.00__seed3407,autocorrelation__extra_trees__medium,autocorrelation,tree_ensemble,classical,tree_ensemble,True,3407,1.0,medium,5,0.4544226907630522,0.0027722822588254056,0.45098044768940965,0.45786493383669474,0.4504417670682731,0.002461216828030438,0.44738576274113445,0.45349777139541175,0.3229987063329204,0.0031410625735001267,0.3190985620193,0.3268988506465408,0.3188870864006643,0.002600539182575474,0.3156580905217421,0.32211608227958655,0.3278839796202924,0.002987509040856903,0.3241744971999521,0.3315934620406327,0.3245613998082356,0.002545255819429445,0.32140104729103147,0.32772175232543976
UT_HAR,autocorrelation__extra_trees__small__frac_0.20,autocorrelation__extra_trees__small__frac_0.20,autocorrelation__extra_trees__small__frac_0.20__seed3407,autocorrelation__extra_trees__small,autocorrelation,tree_ensemble,classical,tree_ensemble,True,3407,0.2,small,5,0.40941767068273094,0.0019046061684401783,0.40705278977262194,0.41178255159283994,0.4060986804360298,0.0019934929756610406,0.4036234319774794,0.4085739288945802,0.2625603283827185,0.0006438507996439445,0.26176088202458586,0.2633597747408511,0.2597685982380181,0.0007317512015598766,0.25886000911539886,0.2606771873606374,0.2758795468509808,0.0010355910654618356,0.2745936907081354,0.27716540299382625,0.2739334930287497,0.0011841090528040554,0.2724632274479357,0.2754037586095637
UT_HAR,autocorrelation__extra_trees__small__frac_0.40,autocorrelation__extra_trees__small__frac_0.40,autocorrelation__extra_trees__small__frac_0.40__seed3407,autocorrelation__extra_trees__small,autocorrelation,tree_ensemble,classical,tree_ensemble,True,3407,0.4,small,5,0.41562751004016063,0.0004623518503918375,0.41505342439302617,0.4162015956872951,0.41200803212851406,0.00046281742454946885,0.4114333683947096,0.4125826958623185,0.24625162837382336,0.0016682876673445562,0.24418017563863428,0.24832308110901244,0.24331237270105555,0.0018958601088202745,0.24095835145830274,0.24566639394380835,0.26707967964802287,0.0012516519825065899,0.2655255484430641,0.26863381085298166,0.26506010654856815,0.0013622992399898695,0.2633685886274924,0.2667516244696439
UT_HAR,autocorrelation__extra_trees__small__frac_0.60,autocorrelation__extra_trees__small__frac_0.60,autocorrelation__extra_trees__small__frac_0.60__seed3407,autocorrelation__extra_trees__small,autocorrelation,tree_ensemble,classical,tree_ensemble,True,3407,0.6,small,5,0.4132078313253012,0.0010597899639386268,0.41189192828142096,0.41452373436918144,0.4102581755593803,0.0011642840996404305,0.4088125259091757,0.41170382520958493,0.2375549084956447,0.0017935791556212618,0.23532788583018108,0.23978193116110832,0.23522909260211783,0.00173563332077505,0.2330740191936286,0.23738416601060705,0.2601323533999587,0.0012671563846982632,0.2585589709369848,0.2617057358629326,0.2586371001344256,0.0012831376047232222,0.25704387436589937,0.2602303259029518
UT_HAR,autocorrelation__extra_trees__small__frac_0.80,autocorrelation__extra_trees__small__frac_0.80,autocorrelation__extra_trees__small__frac_0.80__seed3407,autocorrelation__extra_trees__small,autocorrelation,tree_ensemble,classical,tree_ensemble,True,3407,0.8,small,5,0.4089508032128514,0.000672718859929929,0.4081155124235637,0.40978609400213906,0.40613310384394713,0.0007331548388172373,0.4052227718754789,0.40704343581241537,0.23139598129130223,0.0013250839002004297,0.22975067231782392,0.23304129026478054,0.2291936204095816,0.0010851674089941991,0.22784620710580944,0.23054103371335377,0.25743349057446896,0.0009260642651502147,0.2562836299164089,0.258583351232529,0.2562088320033956,0.0007965455795800201,0.25521979003430273,0.2571978739724885
UT_HAR,autocorrelation__extra_trees__small__frac_1.00,autocorrelation__extra_trees__small__frac_1.00,autocorrelation__extra_trees__small__frac_1.00__seed3407,autocorrelation__extra_trees__small,autocorrelation,tree_ensemble,classical,tree_ensemble,True,3407,1.0,small,5,0.4099046184738956,0.001124430756739219,0.40850845328477947,0.4113007836630117,0.4071371199082042,0.001503139055587721,0.40527072625858696,0.4090035135578215,0.22405371154058473,0.0007677392376294248,0.22310043736921187,0.2250069857119576,0.22204655748653898,0.0012203555769036568,0.22053128590169052,0.22356182907138744,0.25474756783734837,0.0009590815642195043,0.2535567107877161,0.25593842488698065,0.25362822143809666,0.0013503582208206253,0.2519515302506252,0.2553049126255681
UT_HAR,autocorrelation__hist_gradient_boosting__large__frac_0.20,autocorrelation__hist_gradient_boosting__large__frac_0.20,autocorrelation__hist_gradient_boosting__large__frac_0.20__seed3407,autocorrelation__hist_gradient_boosting__large,autocorrelation,boosting,classical,boosting,True,3407,0.2,large,5,0.39436244979919677,0.0018824966529822804,0.3920250214784496,0.39669987811994395,0.3914572576018359,0.0019417170395187764,0.38904629745916663,0.3938682177445052,0.2894013938641833,0.002116596958181927,0.2867732916225012,0.29202949610586537,0.28595089705378907,0.002267895205684175,0.2831349332251921,0.288766860882386,0.29468057547030585,0.002064653775936669,0.2921169692079698,0.2972441817326419,0.29213369745119133,0.0022707000283583947,0.2893142509752584,0.29495314392712424
UT_HAR,autocorrelation__hist_gradient_boosting__large__frac_0.40,autocorrelation__hist_gradient_boosting__large__frac_0.40,autocorrelation__hist_gradient_boosting__large__frac_0.40__seed3407,autocorrelation__hist_gradient_boosting__large,autocorrelation,boosting,classical,boosting,True,3407,0.4,large,5,0.4145983935742971,0.0016383276516230376,0.41256414111201506,0.4166326460365792,0.4117785427423981,0.0011987594511806965,0.41029008628936053,0.4132669991954357,0.2969993471283975,0.0026739467597581873,0.2936792037036921,0.30031949055310286,0.29400078175302213,0.0021603641753330394,0.29131833533350193,0.29668322817254233,0.3014334564765043,0.0024585090869840543,0.2983808142539394,0.30448609869906923,0.29917820770912507,0.001974472343152203,0.29672657648518397,0.30162983893306616
UT_HAR,autocorrelation__hist_gradient_boosting__large__frac_0.60,autocorrelation__hist_gradient_boosting__large__frac_0.60,autocorrelation__hist_gradient_boosting__large__frac_0.60__seed3407,autocorrelation__hist_gradient_boosting__large,autocorrelation,boosting,classical,boosting,True,3407,0.6,large,5,0.43661144578313243,0.0021366767547368977,0.4339584111809768,0.4392644803852881,0.433689041881813,0.0021174010484885787,0.43105994123014585,0.43631814253348017,0.30875636927691874,0.0025683372712022876,0.30556735735202195,0.31194538120181553,0.3055804302864358,0.0026143174586412453,0.3023343264181654,0.3088265341547062,0.3145814373895905,0.0024210704671057998,0.31157528135347085,0.31758759342571014,0.31217449477862286,0.002467003001412835,0.3091113059683079,0.31523768358893783
UT_HAR,autocorrelation__hist_gradient_boosting__large__frac_0.80,autocorrelation__hist_gradient_boosting__large__frac_0.80,autocorrelation__hist_gradient_boosting__large__frac_0.80__seed3407,autocorrelation__hist_gradient_boosting__large,autocorrelation,boosting,classical,boosting,True,3407,0.8,large,5,0.44325803212851406,0.0017778456937318408,0.44105054513624564,0.44546551912078247,0.4402065404475043,0.0016852485919382886,0.4381140279428709,0.4422990529521377,0.3097854094877407,0.002453977135621145,0.30673839442602474,0.31283242454945664,0.3067673777771074,0.002098630907534249,0.3041615833337044,0.30937317222051036,0.31609815332712377,0.002381421114144815,0.3131412284651278,0.3190550781891197,0.31379314096416716,0.0020863757856512677,0.3112025632643999,0.31638371866393444
UT_HAR,autocorrelation__hist_gradient_boosting__large__frac_1.00,autocorrelation__hist_gradient_boosting__large__frac_1.00,autocorrelation__hist_gradient_boosting__large__frac_1.00__seed3407,autocorrelation__hist_gradient_boosting__large,autocorrelation,boosting,classical,boosting,True,3407,1.0,large,5,0.44383032128514055,0.0014438077410277913,0.4420375971927784,0.4456230453775027,0.4407630522088353,0.0010739131696692558,0.4394296128888601,0.44209649152881053,0.3122126605510786,0.0018501248636879346,0.3099154271156556,0.3145098939865016,0.30916366652292887,0.0013952914327708037,0.3074311833838552,0.3108961496620025,0.31807262051124746,0.0019506602116103357,0.31565055595376235,0.3204946850687326,0.315567901195186,0.0015652371722543327,0.31362440254974755,0.3175113998406245
UT_HAR,autocorrelation__hist_gradient_boosting__medium__frac_0.20,autocorrelation__hist_gradient_boosting__medium__frac_0.20,autocorrelation__hist_gradient_boosting__medium__frac_0.20__seed3407,autocorrelation__hist_gradient_boosting__medium,autocorrelation,boosting,classical,boosting,True,3407,0.2,medium,5,0.40211345381526103,0.0012317624094150068,0.4005840187771497,0.40364288885337235,0.3993631669535284,0.0011566256522686337,0.3979270265217075,0.4007993073853493,0.29568538205667977,0.0015180039541011722,0.29380053119774135,0.2975702329156182,0.2925801977074066,0.0011667757858873612,0.2911314542200944,0.29402894119471884,0.3001051211557102,0.0013916122098828786,0.29837720637523785,0.30183303593618255,0.29767587193805795,0.0011207241805744376,0.29628430907112224,0.29906743480499365
UT_HAR,autocorrelation__hist_gradient_boosting__medium__frac_0.40,autocorrelation__hist_gradient_boosting__medium__frac_0.40,autocorrelation__hist_gradient_boosting__medium__frac_0.40__seed3407,autocorrelation__hist_gradient_boosting__medium,autocorrelation,boosting,classical,boosting,True,3407,0.4,medium,5,0.42026104417670684,0.0012654436612173489,0.4186897883408181,0.4218323000125956,0.41698221457257595,0.0014418904603399067,0.41519187109861844,0.41877255804653346,0.30472853374175457,0.0019358646570649372,0.30232484029168194,0.3071322271918272,0.30157907888640706,0.0020739425485082844,0.29900393908958134,0.3041542186832328,0.30965865022873296,0.0019588544710117295,0.3072264111543572,0.3120908893031087,0.30718651096032007,0.0020580239002309054,0.30463113677596043,0.3097418851446797
UT_HAR,autocorrelation__hist_gradient_boosting__medium__frac_0.60,autocorrelation__hist_gradient_boosting__medium__frac_0.60,autocorrelation__hist_gradient_boosting__medium__frac_0.60__seed3407,autocorrelation__hist_gradient_boosting__medium,autocorrelation,boosting,classical,boosting,True,3407,0.6,medium,5,0.4382831325301205,0.0027579276862051256,0.4348587130125102,0.4417075520477308,0.4348823866896156,0.0024194368172821756,0.43187825909766764,0.43788651428156355,0.31704572594556557,0.002935564730618422,0.31340074090515996,0.3206907109859712,0.3134026694306734,0.00268873753576248,0.31006416083189803,0.3167411780294488,0.3213615422252071,0.002918693141037245,0.31773750603017686,0.3249855784202373,0.31842864967311624,0.002609440133864947,0.3151886018034281,0.32166869754280436
UT_HAR,autocorrelation__hist_gradient_boosting__medium__frac_0.80,autocorrelation__hist_gradient_boosting__medium__frac_0.80,autocorrelation__hist_gradient_boosting__medium__frac_0.80__seed3407,autocorrelation__hist_gradient_boosting__medium,autocorrelation,boosting,classical,boosting,True,3407,0.8,medium,5,0.446285140562249,0.0031803803572254446,0.44233617677208775,0.45023410435241024,0.4426047045324154,0.002564758866696993,0.43942013578356387,0.44578927328126694,0.3233529477833708,0.00416037424071376,0.31818716086962223,0.3285187346971194,0.3193561477564943,0.003566705914783435,0.31492749742992726,0.3237847980830613,0.3276845487000096,0.003966795855764453,0.322759121097683,0.33260997630233624,0.32438947684398634,0.0033943678541912123,0.32017481248277696,0.3286041412051957
UT_HAR,autocorrelation__hist_gradient_boosting__medium__frac_1.00,autocorrelation__hist_gradient_boosting__medium__frac_1.00,autocorrelation__hist_gradient_boosting__medium__frac_1.00__seed3407,autocorrelation__hist_gradient_boosting__medium,autocorrelation,boosting,classical,boosting,True,3407,1.0,medium,5,0.4453112449799196,0.0017618086142462918,0.4431236706518847,0.4474988193079545,0.44215720022948934,0.0015994438886244567,0.44017122833583733,0.44414317212314136,0.3219409936677641,0.002542121995068322,0.3187845323074458,0.32509745502808235,0.31883243327512334,0.0023775018230391383,0.31588037485579185,0.32178449169445483,0.32630405899408105,0.002627458962632848,0.32304163779342204,0.32956648019474005,0.3237304506697057,0.0024526305717569477,0.3206851075878612,0.3267757937515502
UT_HAR,autocorrelation__hist_gradient_boosting__small__frac_0.20,autocorrelation__hist_gradient_boosting__small__frac_0.20,autocorrelation__hist_gradient_boosting__small__frac_0.20__seed3407,autocorrelation__hist_gradient_boosting__small,autocorrelation,boosting,classical,boosting,True,3407,0.2,small,5,0.40934236947791164,0.0012976446396377468,0.4077311308464113,0.41095360810941195,0.40679862306368336,0.0011977980261682736,0.4053113603774707,0.40828588574989605,0.3023216441476206,0.0017080242686595853,0.30020085190516765,0.3044424363900735,0.29953270454464265,0.0017907775530317039,0.29730916052825174,0.30175624856103356,0.307375058094428,0.0016741126860008386,0.3052963726432846,0.3094537435455714,0.3051887332824023,0.0015489319787323293,0.30326548020874383,0.3071119863560608
UT_HAR,autocorrelation__hist_gradient_boosting__small__frac_0.40,autocorrelation__hist_gradient_boosting__small__frac_0.40,autocorrelation__hist_gradient_boosting__small__frac_0.40__seed3407,autocorrelation__hist_gradient_boosting__small,autocorrelation,boosting,classical,boosting,True,3407,0.4,small,5,0.4230823293172691,0.0015774958412442975,0.4211236095238799,0.42504104911065826,0.4205909351692484,0.0016943550829437572,0.41848711546258355,0.42269475487591324,0.30770468917563326,0.002155056934653849,0.3050288325657942,0.3103805457854723,0.30517976815418285,0.001951116865496237,0.302757136586008,0.3076023997223577,0.3125719201137258,0.0021682958221175236,0.30987962525394686,0.31526421497350476,0.3106388715247487,0.0019833029085702435,0.30817627570564426,0.3131014673438532
