timestamp,dataset,configuration_id,run_id,family,model_size,train_seed,epoch,train_loss,val_acc
2026-06-20T12:39:28+0000,UT_HAR,deep__MLP__small__seed42,deep__MLP__small__seed42,MLP,small,42,1,1.8127709715454667,0.6113902847571189
2026-06-20T12:39:28+0000,UT_HAR,deep__MLP__small__seed42,deep__MLP__small__seed42,MLP,small,42,2,1.122867793948562,0.6901172529313233
2026-06-20T12:39:29+0000,UT_HAR,deep__MLP__small__seed42,deep__MLP__small__seed42,MLP,small,42,3,0.9230082057140492,0.7504187604690117
2026-06-20T12:39:29+0000,UT_HAR,deep__MLP__small__seed42,deep__MLP__small__seed42,MLP,small,42,4,0.7878200588402925,0.7755443886097152
2026-06-20T12:39:29+0000,UT_HAR,deep__MLP__small__seed42,deep__MLP__small__seed42,MLP,small,42,5,0.6653315071706418,0.8107202680067002
2026-06-20T12:39:30+0000,UT_HAR,deep__MLP__small__seed42,deep__MLP__small__seed42,MLP,small,42,6,0.5837763768655283,0.8224455611390284
2026-06-20T12:39:30+0000,UT_HAR,deep__MLP__small__seed42,deep__MLP__small__seed42,MLP,small,42,7,0.5263822001439554,0.8760469011725294
2026-06-20T12:39:30+0000,UT_HAR,deep__MLP__small__seed42,deep__MLP__small__seed42,MLP,small,42,8,0.43997136420673794,0.8961474036850922
2026-06-20T12:39:31+0000,UT_HAR,deep__MLP__small__seed42,deep__MLP__small__seed42,MLP,small,42,9,0.38680054854463647,0.8961474036850922
2026-06-20T12:39:31+0000,UT_HAR,deep__MLP__small__seed42,deep__MLP__small__seed42,MLP,small,42,10,0.33468235477253244,0.897822445561139
2026-06-20T12:39:31+0000,UT_HAR,deep__MLP__small__seed42,deep__MLP__small__seed42,MLP,small,42,11,0.2987694773409102,0.9095477386934674
2026-06-20T12:39:31+0000,UT_HAR,deep__MLP__small__seed42,deep__MLP__small__seed42,MLP,small,42,12,0.27496446503533256,0.9179229480737019
2026-06-20T12:39:32+0000,UT_HAR,deep__MLP__small__seed42,deep__MLP__small__seed42,MLP,small,42,13,0.2421037212566093,0.9095477386934674
2026-06-20T12:39:32+0000,UT_HAR,deep__MLP__small__seed42,deep__MLP__small__seed42,MLP,small,42,14,0.21508448212235062,0.9346733668341709
2026-06-20T12:39:32+0000,UT_HAR,deep__MLP__small__seed42,deep__MLP__small__seed42,MLP,small,42,15,0.2278006843946598,0.9262981574539364
2026-06-20T12:39:33+0000,UT_HAR,deep__MLP__small__seed42,deep__MLP__small__seed42,MLP,small,42,16,0.20305216560761133,0.9262981574539364
2026-06-20T12:39:33+0000,UT_HAR,deep__MLP__small__seed42,deep__MLP__small__seed42,MLP,small,42,17,0.18435580559350825,0.9095477386934674
2026-06-20T12:39:33+0000,UT_HAR,deep__MLP__small__seed42,deep__MLP__small__seed42,MLP,small,42,18,0.2553701094455189,0.9212730318257957
2026-06-20T12:39:33+0000,UT_HAR,deep__MLP__small__seed42,deep__MLP__small__seed42,MLP,small,42,19,0.18394670994193466,0.9296482412060302
